id,name,lat,lon,city,zip,county,state,data_source,detail,contact,additional_location_info,image_link,exists,address,validation_date,lat_lon,type_fridge,location_type,overhead_protection,outdoors_or_indoors,size,number_shelves,tight_fitting_door,contents,photo,additional_info,validated,width,length,height
141,The Little Free Pantry,47.57961,-122.312118,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/l9vhjgf3fvq79l3cgpp18g06u8/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYX2nMiy1IdB50lVkaBIfFY948hveDkwfYYBj5V8_5mQOcpHmTmNLDnH2M3A11FNeyzc1AhWKlOUZb81b3bZZ0yPOy70FxoQuvuHf_b2mcuT629KVtq2889SiP0vz76Q7QWCuinJd0hb7_Szxdyv-DDnz6xAIsnLO-hH_rGuslU3zmuyJ85vWnHtoZM14MTNt8?session=0&fife=s16383,"No, it does not exist anymore, and there is no other micropantry in the same block",1600 S Roberto Maestas Festival St,2025/01/24 8:34:53 PM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
142,The Little Free Pantry,47.598355,-122.310931,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"Yes, it still exists.",1610 S King St,2025/02/26 11:26:08 PM GMT+2,"(47.5986658, -122.3109579)",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor with a cover,"17 H, 15 W, 13 L",1,Yes,Empty ,https://drive.google.com/u/1/open?usp=forms_web&id=1Ffk54cfGHuKxzOwnmiQQ5ZP7t90Tw3MD,,yes,15,13,17
143,The Little Free Pantry,47.57767,-122.311405,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"No, it does not exist anymore, and there is no other micropantry in the same block",1615 S Forest St,2025/01/24 8:30:43 PM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
144,The Little Free Pantry,47.616017,-122.300121,Seattle,98122,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/i7mgi5noh6crpvp45l7gt6a3k4/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vbJ_8fbLCj8Xe2WEb2I2EehMuHI5maIp0EAepP1EJS4jjywrUT4Y5MrKQXwxqXXk0iCvTA85RrlClWPkSYvP5C5C1wHA-JpwhPtNBqKKk4gc-n1sgajXRcz2KoPs0gMegXCi26a1Ox4T9mydGc6mCfJGLAMJbYZ7O37uiWUx3khkMFRyzZBvP1N-NurHpQBEKY?session=0&fife=s16383,NA,1622 25th Ave,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
145,The Little Free Pantry,47.662234,-122.346366,Seattle,98133,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"No, it does not exist anymore, and there is no other micropantry in the same block",16740 Whitman Ave N,2025/01/31 6:22:13 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
146,The Little Free Pantry,47.751877,-122.345764,Seattle,98133,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/k0ik924eisdr2bpk1jcocepfh0/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vZbbRD-vjSQgo5ZFPv0p1f4UbXtznMDlxNox5CXLnTybASbbIc-ohoC9dnLpPj-m7sBPPJac87h4vow0i_s4CCpFTjYxxCoeEAfZRZM_P3kxduSTz7p1p40YmnzcLFE2B-mGrkJh4B1VA9tdXD1dsl8_pwDjDbcpT0dEZwn3QIj2TE1vrDtlXmj-e5xdDdCku0?session=0&fife=s16383,"No, it does not exist anymore, and there is no other micropantry in the same block",16743 Aurora Ave N,2025/02/13 1:28:26 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
147,The Little Free Pantry,47.690364,-122.309969,Seattle,98115,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-00-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/ir7vi96bjn999t2jstd6g2iss4/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vZOAwWNqaeowI7GCKDQNuASC8Fnxm-63MCaCIjI-kQAH6KnOfzehP8XCzfhe2bltu4l_BGe5yQdUn1uIo3J3pZbQxWnE76_Jx3rdm6TDbc-8aZcqkbnFaonkOj7Fz7CMpwVJxCN7Ml14P8y9PFKchij7ouAsAM1gRE-58XzQIpM86j6LZZMgcLjsgBwXnWCjgON?session=0&fife=s16383,NA,17th Ave NE & NE 85th St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
148,The Little Free Pantry - Beacon Hill,47.55925,-122.310144,Seattle,98108,King,Washington,The Little Free Pantry network,Pantry + Fridge,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,17th Ave S & S Ferdinand St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
149,The Little Free Pantry,47.637015,-122.324607,Seattle,98102,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0s-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/d2p2jlpk4fdkccifg6oglt4tus/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vb_6LKZj0czP8bOjso-IUfnSMJB7R8ZCgS4xj6T6WU6pfMpNx2hMBjaPTwKJaXj4bRnKArKmWqNIx1WsL29hWIlqkHg5CDc3UARvLSRa6Uo4SB7FvkrBFr5gF5l_LQUWmW25agMDETFb575HfKYl4l9GPQOmbIoHsszTd3h0BTeMyimWaEnqII_QcZSBGcAXnsa?session=0&fife=s16383,"Yes, it still exists.",2000 Franklin Ave E,2025/03/08 9:24:41 PM GMT+2,84VVPJPX+5C,Both fridge and non-refrigerated space,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,12 ‘ x 8’ x 8’,8,Yes,"Produce, bread, lots of dry goods, clothing , etc",https://drive.google.com/u/1/open?usp=forms_web&id=14ATszAjfZMjT5tpeLpYDJSKuzFkuUX-P,"This is a large shed with a lot of food, clothing and other household items. Plus a fridge. ",yes,8,8,12
150,The Little Free Pantry,47.603618,-122.303781,Seattle,98122,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/2nb4obeo5g10hqcg8324ec6o84/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vaNbQ-E-cYSb8eZYNuoUQ9exokjeUsaQ7104oBEgjAxNBvE9J4qaSh0FskammEclgmKbb0dkRHyxEweCPIoEjrBHayJuhrSp19hedKH3CWGp2r-mnNryldWoEEu6cZRI0P1glVZiIiQX38Je-Th88HBMCeuOVNGpKJszw5ynhps2cnkjhy9ubGfndCFr1LKU3MB?session=0&fife=s16383,"Yes, it still exists.",201 22nd Ave,2025/02/26 11:52:57 PM GMT+2,"(47.6203701, -122.3039202)",Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,"17 H, 15 W, 13 L",1,Yes,2 can soup,https://drive.google.com/u/1/open?usp=forms_web&id=1vrd2wJ2hL12RIs3H6pOdIceM3b9lICdh,,yes,15,13,17
151,The Little Free Pantry,47.58387,-122.305588,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-14-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/50oshb7cm6paf1a1djvrqm16o0/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vbqUfl3I-pl8_RjsNGg04-EbEGnttHBZbukoH26LUFsuJ4o3cKy6GWL6Ab0KQVf0BXWyEiCeNuEVdFs7htoh2CBflw7d4eFGH-W-1yfH9QFvnKTIoPCwDKtN3WuT6CM4vxFkGwNNRLN1uOX6u9s7CHO4oYSz1GJ1mtyFsDK6Ig-WOY9RNSt_WqK7bU_jkKU2u4?session=0&fife=s16383,NA,2120 21st Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
152,The Mama's LFP,47.604071,-122.295937,Seattle,98122,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,kjacobs556@gmail.com,On E. Alder across from Powell Barnett Park,https://doc-10-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/f4j18vtpjtnc4q8t8qak67u3g8/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vb08ljrshSTgjPI5xo9yRB03ruaXi4YIPJu9lFeJuh7EmeQs0Ao2iVH47L0HgoqCfANrXdjIzYRetp7p8Q-WoGt3k1DRTA0O-HEx8u_A3gYpOuJtZ8929vxJIoL-CLM1tRHq_SC6r71V4LvsIE7i1jzVamktm4m-azWMlJiyL7-Vcooo9WOCrVy7_Y9v8kXKaw?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/e7b9d2917eec4e0db7f10b707caf0619/LFP_2.jpeg,"Yes, it still exists.",217 28th Ave,2025/02/27 12:05:16 AM GMT+2,"(47.6040742, -122.2961450)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"15 H, 17 W, 13 L",2,Yes,"1 can baby formula, 4 packages gummy candy, one packet salad dressing mix, 2 packets instant soup, one packet instant oatmeal, mixed taffy candy.",https://drive.google.com/u/1/open?usp=forms_web&id=1ZOa7sh-PGywAgJq418ENp9WJzfvCjBlA,,yes,17,13,15
153,WPPC Little Free Pantry,47.679294,-122.355368,Seattle,98103,King,Washington,Little Free Pantry - Mini Pantry Movement,Pantry + Fridge,dhramsay@aol.com,,http://mapping.littlefreepantry.org/media/pantry_images/8f92519a0a164b1ba14146a1a2d5cfc0/IMG_1189_002.JPG,"Yes, it still exists.",225 N 70th St,2025/01/26 12:35:08 AM GMT+2,"MJHV+QRH Seattle, Washington",Both fridge and non-refrigerated space,Non-profit organization (e.g. by a church of food bank),"Yes for the fridge, no for the unrefrigerated pantry",Outdoor with a cover,"40 H, 34 W, 11 L",5,"Has a bolt, doors are misaligned, making it hard to latch","Fridge: 12+ each: Salads, sandwiches, cut fresh fruit. Half dozen deli containers (U District Food Bank made a drop off when I was there. Several people were apparently waiting for the food to arrive)
Pantry: Box of cereal, 2 boxes puppy chow, 1 tortillas, 6 cans ready to heat meals",https://drive.google.com/u/1/open?usp=forms_web&id=1Ieu8CUvKPh2-Jn6rmVIA5u4iivBUDqKE,,yes,34,11,40
154,The Little Free Pantry,47.579801,-122.312564,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"No, it does not exist anymore, and there is no other micropantry in the same block",2544 Beacon Ave S,2025/01/24 8:34:23 PM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
155,The Little Free Pantry,47.62173,-122.298654,Seattle,98112,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/cfp7fgdjggphmlivtg6ivasvj8/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYQYQNnnxHIIyRFxxUCyeOOjn82glminJpGS6FTBej4N0-pxnguAZI3XMTMhl0f5bXgTYX3Ug7ewlaKtY7plls5NBYTEd0L8CsSRxDlP-z54SRdAFx9pXah0lHKSIZJ4aP6V02h6U3vPr76TCOi1u7exxk9XM5nk6pYspGtmojPjJUEQx7mb5dcFwMtkrQYVBY5?session=0&fife=s16383,"Yes, it still exists.",2557 E Madison St,2025/02/27 1:09:09 AM GMT+2,"JPC2+JM6 Seattle, Washington",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"18 H,  20 W, 15 L",1,Yes,2 can navy beans,https://drive.google.com/u/1/open?usp=forms_web&id=1akgG8mf4rfjo9Ac43QAafjxdIeHZyQZj,This is located in a cul-de-sac at 26th and Thomas St. ,yes,20,15,18
156,The Little Free Pantry,47.508159,-122.366161,Seattle,98146,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0o-4o-mymaps.googleusercontent.com/untrusted/hostedimage/hhdb5kbpa7oj96mjit7agv4qug/13q44jqjfjerpjrpctkmq5jpco/1657668333750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AIsG_vajyqNfSsBn_NSvq1qYOLjVjnb1qmoen5x-wjEJcS_-4R4qKUGwqj0H2XEUL0FJIN58tsQaaDpVgAYyZLxFxYncZBf1KHZXYf-uyOZQZ26P9wHE7VWR1bAgm5c0rtaV1AoVnXDch49pb7EYRe7KcYwrdoafnN-_imy0sFgTkUV7gL_lyWlFqbbYkH6ETBSYadEL?session=0&fife=s16383,"No, it does not exist anymore, and there is no other micropantry in the same block",2609 SW 106th St,2025/02/25 12:58:29 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
157,The Little Free Pantry,47.61509,-122.298123,Seattle,98122,King,Washington,The Little Free Pantry network,Shared Pantry,skkent@seattleschools.org,,,"Yes, it still exists.",2615 E Pine St,2025/02/27 12:58:51 AM GMT+2,"(47.6151248, -122.2980219)",Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor with a cover,"17 H, 15 W, 15 L",2,Yes,"4 boxes spice rub, 3 cans peas, two tampons, bin of fresh potatoes and apples ( next to the pantry) ",https://drive.google.com/u/1/open?usp=forms_web&id=1Oc__w3nsa7_BDJCy6m5dWNFbnC0xRlJw,,yes,15,15,17
158,The Little Free Pantry - Leschi,47.602612,-122.298004,Seattle,98122,King,Washington,The Little Free Pantry network,Pantry + Fridge,https://www.thelittlefreepantries.org/find-a-pantry,,,"No, it does not exist anymore, and there is no other micropantry in the same block",2702 E Fir St,2025/02/27 12:45:28 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
159,The Little Free Pantry,47.560826,-122.296603,Seattle,98108,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/rqsjgvr77ugjr64s3nv7es3gvs/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vaNA_OdcTYNdFKpvNOnsYIFupcZFXXwLSt0HxXd4OWGuD-0eiSmb45DEpZ9L67L6UL1YgeQCeG8MifH05hj5IqBKPTcEGVTd-oeaJBYNjrI0cJm5hKRtfFZEuNIGjLA517Aoca-lSr6scH7Gdrdrp3hG4SsQ4vMLyLRB2JMphCqEYPrdn0hAwuJ4t5U_tdHjzmd?session=0&fife=s16383,NA,2801 S Alaska Place,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
160,The Little Free Pantry,47.608268,-122.295647,Seattle,98122,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,At YMCA central area food bank,https://doc-00-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/vosqlne9qd9odp36argv2fs5u4/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vZVxW_TaIjQkQO0khDliUd9-FwVLUqq7FQqGmfwMvyOWV4n4fTk5cqhqaeSra1Zsr4pf79NyQ0hn9HIGbZifKYYgwNrqJWIzm8mL91Qy3nLTREvaGY2I8cePdWBgElmkH75fXIgEYNxBflbiz_jc0dMELxCfdRXWfN2htFvZYAH6y5JPcN0jCWGLCdVBx4hTt5T?session=0&fife=s16383,"Yes, it still exists.",2820 E Cherry St,2025/02/27 12:19:53 AM GMT+2,"(47.6082256, -122.2953349)",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor with a cover,"60 H, 24 W, 15L",5,Yes,"5 cans spaghetti sauce, 5 cans corn, 2 cans green  beans, 1 box crackers.",https://drive.google.com/u/1/open?usp=forms_web&id=1XAVd45nWO3FIK2_LOAnU9x1P3jvGoOJf,Very large pantry at YWCA.,yes,24,15,60
161,Alki Elementary School Free Little Pantry,47.577341,-122.408046,Seattle,98116,King,Washington,The Little Free Pantry network,Shared Pantry,face@alkipta.com,,https://drive.google.com/file/d/1GARcpix86vGSMSc2BMHwXUCU86KMwGQm/view,"No, it does not exist anymore, and there is no other micropantry in the same block",3010 59th Ave SW,2025/01/29 3:50:14 AM GMT+2,,,,,,,NA,,,,,yes,NA,NA,NA
162,The Little Free Pantry,47.57218,-122.292131,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,3025 S Estelle St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
163,The Little Free Pantry,47.575738,-122.38674,Seattle,98116,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"Yes, it still exists.",3050 California Ave SW,2025/01/29 3:03:42 AM GMT+2,"(47.5758849, -122.3861912)",Non-refrigerated,Non-profit organization (e.g. by a church of food bank),Yes,Outdoor with a cover,"33 H, 37 W, 17 L",3,Yes,"3 box mac n cheese, 1 can soup, 1 can Vienna sausage, 1 can tuna, 4 baggies of cereal, 1 packet oatmeal, 3 packets of dog food, two packets of cat food, two packets of pet treats, tampons and pad singles. ",https://drive.google.com/u/1/open?usp=forms_web&id=1gns6_RA6AbqaN7FIoHITWvDBKHd50HYM,,yes,37,17,33
164,The Little Free Pantry,47.560895,-122.292195,Seattle,98108,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,3100 S Alaska St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
165,The Little Free Pantry,47.616261,-122.292347,Seattle,98122,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/oio84uoinnu1gmk1nttspr331o/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vaNw0cyRHQl-bR6_9bEN61Tf5S35O0boUSGmP1iJ9pjmohcUc1KD5XWoRe_ifkeshZPK0hbcZdCwxxCd0T_lBjAOH-gnvg6W0tXuH0YE2Yfc16vS5zSiRZZzasHrNH18jucMFaIkcIPWheAIY-ukmq7R1KNhwHHI8MYkZD8W-e_rJjc-JUQXtilCgJDrKaoH6Ul?session=0&fife=s16383,NA,3103 E Olive St,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
166,The Little Free Pantry,47.649338,-122.41435,Seattle,98199,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/0ccide1i7t6c7o6l0ropqb3uc8/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vY1ZnmYo4JE-c7bU5Ovve2bMXkr9n87NeOuCOAIb6PAK5Gz63skCWK32mqNCKBYnu6vyDobeVc3xfM4gUE84enZoOgOuBsiKXKwA65HRRJI7WelFL1tF_h3692887z0SSPDS-ixyr6J8W-aWk-Hbno6sxiQWRGAqPUT7sGSJrTV80mToG_SEfxJk9guTgWS1U5n?session=0&fife=s16383,"Yes, it still exists.",3219 Magnolia Blvd W,2025/01/26 9:30:39 PM GMT+2,,Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor without a cover,"30 h, 20 w , 23 l",2,Yes,Books,https://drive.google.com/u/1/open?usp=forms_web&id=1xr0Oj6kUYL52hqPqFfffQT7S-iogEJe6,,yes,20,23,30
167,The Little Free Pantry,47.650067,-122.396829,Seattle,98199,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/g3d7rkflk4gscdu62acf1os69o/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vYU1tuO7P2gFV2wYOrRmmRHeQ3eebIP3_c4EnyfQKrUGPHGm9Mzp7RZf4YlpZ9Csu0tfGTOuaDsHCFi3EhOyGFJLH-pdCFdmhFdk6rmJQ-nKuCv2GLyBO_HXz3LDpHB8tc8whARBvnEIFwv_bH6rljlztAyZlWUxnsxPSREdVlGFcTuEGZkcBwZeUEjjdrUBaf7?session=0&fife=s16383,"Yes, it still exists.",3244 31st Ave W,2025/01/26 8:21:11 PM GMT+2,,Non-refrigerated,Private residence (e.g. on someone frontyard),Yes,Outdoor without a cover,"27H, 25w, 32L",0,Yes,"6 cans of beans and soup, jugs of sauce and turkey gravy, few loose tea bags",https://drive.google.com/u/1/open?usp=forms_web&id=1Uv81wdQeHUHuGFJ55TqglSKyBgagoq8w,,yes,25,32,27
168,The Little Free Pantry,47.573212,-122.38009,Seattle,98126,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,"Yes, it still exists.",3278 38th Ave SW,2025/01/29 2:48:39 AM GMT+2,"(47.5731466, -122.3797927)",Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"17 H, 20 W, 14.5 L",1,Yes,"1jar olives, 1 package pinto beans, 1can spaghetti, 1 can tomato sauce, 7 packets instant oatmeal, 2 packets of stew. ",https://drive.google.com/u/1/open?usp=forms_web&id=1WnCyOFmvqswvntVBGjUhDsy9LXjp-5wX,,yes,20,14.5,17
169,The Little Free Pantry,47.575997,-122.290825,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-0c-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/3a27rgo3vgnt40ee271j83jafk/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vY_dLoG1Xu-2vWId8TebCdaYWYGDd8DX3q5mP2QugWtVdM_aStZHeTK-cKdEPUSMvr5lvOkELKnmK_8PLftmT91oU_Qy4KeTXRkRHi_bywP4ZZMFp4fVmH7gJJVCUBwD4kWmBP63X5haTmdtN1A2Wp7xGd6D1vj5V1e32sJw_Ofc5TFe3iQzNKZskulHs1wo_Dg?session=0&fife=s16383,NA,3309 S Mt Baker Blvd,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
170,The Little Free Pantry,47.573942,-122.293383,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-08-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/6f98fq5gvte4icf8umq4kevpsk/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vbI3iKnX8ohHiZ46or31WM512QsOcanHVQENjsR6zNrvqtrKRnAlK6YguimGiCTt85ngRzGpFMKk3lljhGxODKcsuYl2de6rYLEfsgRJoiMkyC-wlRLt62wnRyVWUBpLAUrFzf-HJMONZu6gt_PPv_PqMPo__rEzfX2vvbKFHyb_OtBUCDp5zZeH-bqYJ5oCro?session=0&fife=s16383,NA,3311 Wetmore Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
171,The Little Free Pantry,47.573626,-122.312538,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,https://doc-04-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/bd67en4p5er7gghi15v4lsr4qc/1657746372750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1vbBZqc4Fl3jHrlT7GncmKd5_pt6SQ_gwCUXz4KJIkBVJfQGMcE8NRyPxGkaZfqszU6-QYIfvqJUseR9W6ItKAxc8cyBQitJ9yB6zChrmq9mkH9_KdsuolWhWpU-E0Z095M9sU1Z5RyTC_IXqIRPq1KeIMHHfpSIntJQROT9j_edTdwcRXdX_bdzNATvtZYGfeM?session=0&fife=s16383,NA,3315 16th Ave South,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
172,Fremont Little Free Pantry,47.650786,-122.35463,Seattle,98103,King,Washington,Little Free Pantry - Mini Pantry Movement,Shared Pantry,emiller@theochocolate.com,,https://doc-0k-4o-mymaps.googleusercontent.com/untrusted/hostedimage/dkvs9rd9gvpef00k50u0q83mco/j8b2fiqasu4kponfl6a47a1a6k/1657824112750/BE36q7KSkKfiOTcTr861PT6LU2GXLiZL/17436084610348673502/5AFzc1va6Mc09w7dhlKCMiAeZ8WtpM3lSfoR3bkX0DhemHOzZr2fo_9zN_-HtnRs0MnjMm3QF1sSGU30Vb-6JKWpHw9TpDjXojxRj64S_JJDzuIy1f1GGNET-nE3moEi_JtCE01Nwy4rDztL803xOpVzHvEOwDe_1IV96guUwyPqBVD0_-zaJHCDGVXHR9w4BtFnOQyw?session=0&fife=s16383 http://mapping.littlefreepantry.org/media/pantry_images/9bf00ac55e884722afb9663c32fc66f0/FLP_1.PNG,"Yes, it still exists.",3401 Phinney Ave N,2025/02/02 2:01:08 AM GMT+2,,Non-refrigerated,Public property (e.g. park or sidewalk),Yes,Outdoor with a cover,"20, 20, 20",1,Yes,"8 cans of green beans, 2 cans of pork w juices, one open bag of rice, one can of tuna, one box of spaghetti, one bag of Brussels sprouts",https://drive.google.com/u/1/open?usp=forms_web&id=1Q-JCEu-7SEUCMIgyN-TeWbOMpk4EiG8f,,yes,20,20,20
173,The Little Free Pantry,47.571916,-122.288805,Seattle,98144,King,Washington,The Little Free Pantry network,Shared Pantry,https://www.thelittlefreepantries.org/find-a-pantry,,,NA,3414 35th Ave S,not yet validated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
